X,Y,Z
320978.768,4168145.279,2945.633
320978.78,4168145.329,2945.626
320978.793,4168145.406,2945.596
320978.911,4168145.886,2945.559
320978.948,4168146.015,2945.567
320978.954,4168146.035,2945.57
320979.0,4168146.226,2945.552
320979.013,4168146.266,2945.559
320979.024,4168146.332,2945.534
320979.046,4168146.418,2945.529
320979.048,4168146.43,2945.526
320979.077,4168146.529,2945.534
320979.091,4168146.578,2945.539
320979.098,4168146.598,2945.545
320979.101,4168146.618,2945.535
320979.106,4168146.635,2945.539
320979.117,4168146.69,2945.522
320979.127,4168146.745,2945.506
320979.136,4168146.789,2945.494
320979.139,4168146.801,2945.492
320979.142,4168146.814,2945.491
320979.157,4168146.891,2945.471
320979.158,4168146.9,2945.466
320979.172,4168146.938,2945.478
320979.189,4168146.976,2945.505
320979.18,4168146.968,2945.481
320979.182,4168146.977,2945.477
320978.485,4168144.137,2945.665
320978.568,4168144.463,2945.653
320978.62,4168144.637,2945.675
320978.612,4168144.637,2945.645
320978.679,4168144.895,2945.638
320978.696,4168144.96,2945.638
320978.727,4168145.056,2945.661
320978.729,4168145.076,2945.646
320978.739,4168145.115,2945.6440000000002
320978.755,4168145.168,2945.653
320978.767,4168145.227,2945.637
320978.764,4168145.23,2945.624
320978.803,4168145.389,2945.611
320978.798,4168145.41,2945.568
320978.826,4168145.503,2945.582
320978.838,4168145.562,2945.57
320978.85,4168145.603,2945.573
320978.903,4168145.802,2945.574
320978.91,4168145.831,2945.569
320978.908,4168145.835,2945.558
320978.925,4168145.901,2945.556
320978.933,4168145.926,2945.562
320978.954,4168146.0,2945.568
320978.956,4168146.011,2945.563
320978.966,4168146.046,2945.564
320978.972,4168146.066,2945.567
320978.977,4168146.085,2945.57
320978.975,4168146.088,2945.558
320978.99,4168146.126,2945.576
320978.996,4168146.153,2945.572
320978.998,4168146.164,2945.568
320979.012,4168146.208,2945.578
320979.007,4168146.212,2945.553
320979.007,4168146.22,2945.546
320979.018,4168146.249,2945.558
320979.028,4168146.307,2945.539
320979.057,4168146.408,2945.547
320979.05,4168146.401,2945.527
320979.066,4168146.446,2945.54
320979.068,4168146.459,2945.538
320979.085,4168146.528,2945.533
320979.084,4168146.539,2945.515
320979.091,4168146.56,2945.521
320979.101,4168146.586,2945.532
320979.111,4168146.655,2945.5
320979.131,4168146.729,2945.503
320979.142,4168146.777,2945.496
320979.153,4168146.819,2945.495
320979.156,4168146.838,2945.486
320979.18,4168146.944,2945.47
320979.186,4168146.969,2945.467
320978.462,4168144.009,2945.649
320978.487,4168144.107,2945.645
320978.533,4168144.283,2945.645
320978.645,4168144.725,2945.626
320978.662,4168144.781,2945.634
320978.683,4168144.847,2945.648
320978.735,4168145.036,2945.66
320978.746,4168145.067,2945.668
320978.748,4168145.088,2945.653
320978.751,4168145.114,2945.642
320978.773,4168145.203,2945.633
320978.774,4168145.215,2945.627
320978.807,4168145.361,2945.603
320978.823,4168145.405,2945.622
320978.861,4168145.608,2945.561
320978.931,4168145.866,2945.568
320978.963,4168146.002,2945.554
320978.976,4168146.036,2945.569
320978.991,4168146.097,2945.565
320979.001,4168146.125,2945.575
320979.007,4168146.144,2945.578
320979.01,4168146.159,2945.576
320979.022,4168146.212,2945.566
320979.026,4168146.242,2945.55
320979.028,4168146.269,2945.533
320979.036,4168146.291,2945.538
320979.045,4168146.324,2945.54
320979.041,4168146.332,2945.5190000000002
320979.057,4168146.377,2945.532
320979.089,4168146.492,2945.541
320979.096,4168146.519,2945.538
320979.088,4168146.511,2945.516
320979.104,4168146.557,2945.532
320979.129,4168146.656,2945.529
320979.138,4168146.707,2945.509
320979.146,4168146.744,2945.504
320979.16,4168146.818,2945.48
320979.199,4168146.967,2945.479
320979.199,4168146.973,2945.472
320979.198,4168146.978,2945.463
320979.205,4168146.998,2945.47
320978.578,4168144.397,2945.64
320978.603,4168144.493,2945.641
320978.635,4168144.606,2945.653
320978.644,4168144.654,2945.639
320978.751,4168145.04,2945.664
320978.76,4168145.076,2945.66
320978.778,4168145.152,2945.655
320978.788,4168145.207,2945.637
320978.819,4168145.34,2945.618
320978.834,4168145.4,2945.619
320978.828,4168145.394,2945.6
320978.927,4168145.8,2945.572
320978.933,4168145.819,2945.573
320978.941,4168145.875,2945.5480000000002
320978.947,4168145.91,2945.535
320978.981,4168146.02,2945.557
320978.992,4168146.05,2945.568
320978.993,4168146.068,2945.555
320979.011,4168146.113,2945.58
320979.011,4168146.12,2945.572
320979.017,4168146.139,2945.575
320979.024,4168146.163,2945.581
320979.028,4168146.193,2945.565
320979.035,4168146.237,2945.547
320979.075,4168146.39,2945.545
320979.073,4168146.394,2945.535
320979.096,4168146.489,2945.525
320979.106,4168146.522,2945.529
320979.105,4168146.529,2945.52
320979.12,4168146.573,2945.535
320979.135,4168146.629,2945.533
320979.141,4168146.69,2945.494
320979.18,4168146.835,2945.499
320979.179,4168146.847,2945.483
320979.191,4168146.903,2945.47
320979.199,4168146.94,2945.466
320979.208,4168146.962,2945.476
320979.211,4168146.974,2945.475
320978.52,4168144.1,2945.671
320978.566,4168144.306,2945.642
320978.583,4168144.355,2945.658
320978.635,4168144.551,2945.661
320978.635,4168144.561,2945.652
320978.651,4168144.625,2945.649
320978.669,4168144.684,2945.658
320978.666,4168144.688,2945.645
320978.705,4168144.821,2945.659
320978.719,4168144.88,2945.655
320978.734,4168144.949,2945.643
320978.756,4168145.035,2945.6440000000002
320978.762,4168145.055,2945.6440000000002
320978.769,4168145.081,2945.647
320978.792,4168145.191,2945.623
320978.796,4168145.208,2945.622
320978.848,4168145.407,2945.623
320978.849,4168145.433,2945.6
320978.941,4168145.816,2945.57
320978.947,4168145.86,2945.549
320978.984,4168145.998,2945.551
320979.006,4168146.075,2945.56
320979.027,4168146.14,2945.574
320979.032,4168146.174,2945.562
320979.041,4168146.214,2945.554
320979.063,4168146.311,2945.542
320979.102,4168146.462,2945.541
320979.109,4168146.489,2945.539
320979.134,4168146.583,2945.543
320979.137,4168146.596,2945.543
320979.135,4168146.599,2945.531
320979.143,4168146.635,2945.524
320979.149,4168146.655,2945.529
320979.167,4168146.746,2945.507
320979.168,4168146.755,2945.501
320979.176,4168146.803,2945.48
320979.183,4168146.831,2945.48
320979.193,4168146.863,2945.485
320979.216,4168146.956,2945.483
320979.219,4168146.967,2945.481
320979.221,4168146.992,2945.465
320978.511,4168144.017,2945.665
320978.531,4168144.074,2945.684
320978.542,4168144.139,2945.661
320978.546,4168144.157,2945.657
320978.563,4168144.208,2945.672
320978.571,4168144.246,2945.665
320978.568,4168144.249,2945.651
320978.581,4168144.299,2945.652
320978.593,4168144.347,2945.651
320978.62,4168144.458,2945.645
320978.645,4168144.545,2945.656
320978.658,4168144.584,2945.665
320978.677,4168144.682,2945.639
320978.715,4168144.815,2945.654
320978.72,4168144.835,2945.652
320978.756,4168144.987,2945.639
320978.773,4168145.045,2945.65
320978.783,4168145.075,2945.656
320978.78,4168145.086,2945.635
320978.792,4168145.139,2945.629
320978.792,4168145.146,2945.619
320978.807,4168145.197,2945.627
320978.844,4168145.346,2945.62
320978.959,4168145.859,2945.5480000000002
320978.962,4168145.897,2945.522
320978.974,4168145.93,2945.535
320979.012,4168146.056,2945.557
320979.025,4168146.092,2945.574
320979.036,4168146.137,2945.57
320979.044,4168146.177,2945.563
320979.057,4168146.226,2945.564
320979.064,4168146.284,2945.532
320979.082,4168146.335,2945.55
320979.084,4168146.361,2945.531
320979.104,4168146.422,2945.546
320979.106,4168146.441,2945.534
320979.134,4168146.548,2945.538
320979.147,4168146.595,2945.541
320979.144,4168146.611,2945.513
320979.157,4168146.656,2945.516
320979.182,4168146.769,2945.501
320979.178,4168146.768,2945.486
320979.185,4168146.795,2945.485
320979.222,4168146.954,2945.466
320978.573,4168144.205,2945.656
320978.627,4168144.429,2945.642
320978.648,4168144.498,2945.656
320978.652,4168144.527,2945.6440000000002
320978.656,4168144.553,2945.631
320978.765,4168144.969,2945.641
320978.79,4168145.068,2945.638
320978.812,4168145.145,2945.648
320978.819,4168145.202,2945.616
320978.826,4168145.234,2945.61
320978.913,4168145.616,2945.567
320978.912,4168145.622,2945.557
320978.935,4168145.689,2945.582
320978.958,4168145.809,2945.55
320979.001,4168145.985,2945.54
320979.017,4168146.027,2945.562
320979.033,4168146.082,2945.567
320979.058,4168146.172,2945.574
320979.058,4168146.181,2945.568
320979.053,4168146.178,2945.551
320979.069,4168146.239,2945.549
320979.099,4168146.361,2945.546
320979.105,4168146.379,2945.549
320979.125,4168146.471,2945.536
320979.135,4168146.505,2945.54
320979.13,4168146.503,2945.524
320979.154,4168146.593,2945.526
320979.182,4168146.725,2945.501
320979.187,4168146.756,2945.49
320979.196,4168146.787,2945.493
320979.198,4168146.805,2945.482
320979.211,4168146.844,2945.495
320979.207,4168146.843,2945.479
320979.232,4168146.953,2945.467
320979.246,4168146.993,2945.482
320978.565,4168144.118,2945.662
320978.585,4168144.186,2945.6730000000002
320978.594,4168144.247,2945.648
320978.606,4168144.286,2945.657
320978.616,4168144.328,2945.653
320978.632,4168144.412,2945.63
320978.652,4168144.471,2945.652
320978.671,4168144.553,2945.6440000000002
320978.68,4168144.583,2945.649
320978.68,4168144.591,2945.639
320978.742,4168144.827,2945.646
320978.768,4168144.941,2945.635
320978.774,4168144.964,2945.637
320978.788,4168145.02,2945.632
320978.795,4168145.047,2945.635
320978.798,4168145.061,2945.631
320978.811,4168145.124,2945.617
320978.825,4168145.182,2945.615
320978.846,4168145.255,2945.625
320978.934,4168145.648,2945.577
320978.974,4168145.836,2945.543
320979.005,4168145.972,2945.528
320979.01,4168145.991,2945.53
320979.04,4168146.076,2945.56
320979.048,4168146.101,2945.568
320979.052,4168146.118,2945.568
320979.063,4168146.155,2945.572
320979.074,4168146.202,2945.572
320979.076,4168146.212,2945.566
320979.091,4168146.275,2945.566
320979.109,4168146.347,2945.561
320979.112,4168146.361,2945.56
320979.112,4168146.368,2945.552
320979.114,4168146.385,2945.54
320979.117,4168146.408,2945.533
320979.133,4168146.448,2945.556
320979.126,4168146.44,2945.534
320979.129,4168146.453,2945.532
320979.127,4168146.456,2945.521
320979.162,4168146.583,2945.53
320979.17,4168146.607,2945.538
320979.171,4168146.631,2945.52
320979.178,4168146.672,2945.504
320979.199,4168146.769,2945.488
320979.203,4168146.791,2945.482
320979.215,4168146.836,2945.486
320979.209,4168146.831,2945.466
320979.238,4168146.948,2945.461
320979.247,4168146.986,2945.459
320978.552,4168144.002,2945.669
320978.621,4168144.304,2945.636
320978.632,4168144.343,2945.645
320978.649,4168144.421,2945.633
320978.709,4168144.638,2945.653
320978.721,4168144.684,2945.653
320978.742,4168144.77,2945.651
320978.809,4168145.048,2945.635
320978.846,4168145.217,2945.61
320978.851,4168145.247,2945.603
320978.892,4168145.397,2945.612
320978.896,4168145.423,2945.603
320978.963,4168145.716,2945.572
320979.013,4168145.948,2945.535
320979.022,4168145.984,2945.537
320979.059,4168146.094,2945.575
320979.071,4168146.156,2945.558
320979.077,4168146.177,2945.562
320979.093,4168146.247,2945.554
320979.107,4168146.305,2945.55
320979.113,4168146.326,2945.555
320979.124,4168146.399,2945.523
320979.161,4168146.531,2945.535
320979.182,4168146.63,2945.5190000000002
320979.182,4168146.645,2945.505
320979.188,4168146.664,2945.51
320979.209,4168146.755,2945.502
320979.205,4168146.753,2945.486
320979.211,4168146.773,2945.492
320979.224,4168146.84,2945.475
320979.236,4168146.884,2945.479
320979.232,4168146.889,2945.455
320979.244,4168146.927,2945.467
320979.249,4168146.95,2945.463
320978.585,4168144.064,2945.675
320978.64,4168144.314,2945.643
320978.68,4168144.459,2945.658
320978.705,4168144.575,2945.642
320978.744,4168144.714,2945.659
320978.822,4168145.063,2945.617
320978.842,4168145.153,2945.608
320978.879,4168145.304,2945.601
320978.912,4168145.405,2945.634
320978.946,4168145.579,2945.594
320978.961,4168145.635,2945.595
320979.048,4168146.02,2945.555
320979.056,4168146.046,2945.563
320979.071,4168146.093,2945.575
320979.083,4168146.147,2945.566
320979.1,4168146.213,2945.567
320979.099,4168146.22,2945.559
320979.1,4168146.227,2945.552
320979.106,4168146.249,2945.557
320979.123,4168146.322,2945.552
320979.135,4168146.375,2945.545
320979.149,4168146.426,2945.55
320979.15,4168146.443,2945.538
320979.148,4168146.452,2945.518
320979.181,4168146.577,2945.525
320979.185,4168146.592,2945.525
320979.192,4168146.643,2945.504
320979.207,4168146.693,2945.512
320979.205,4168146.696,2945.5
320979.208,4168146.709,2945.5
320979.213,4168146.733,2945.495
320979.219,4168146.751,2945.499
320979.236,4168146.841,2945.478
320979.248,4168146.885,2945.481
320979.241,4168146.879,2945.46
320979.265,4168146.993,2945.439
320978.592,4168144.021,2945.693
320978.598,4168144.046,2945.693
320978.619,4168144.156,2945.666
320978.627,4168144.187,2945.67
320978.632,4168144.216,2945.657
320978.646,4168144.28,2945.651
320978.686,4168144.461,2945.627
320978.722,4168144.578,2945.657
320978.721,4168144.584,2945.646
320978.814,4168144.983,2945.618
320978.83,4168145.047,2945.619
320978.846,4168145.117,2945.61
320978.849,4168145.133,2945.607
320978.868,4168145.194,2945.622
320978.869,4168145.232,2945.591
320978.88,4168145.273,2945.592
320978.956,4168145.577,2945.591
320978.956,4168145.592,2945.575
320978.961,4168145.612,2945.576
320978.989,4168145.713,2945.584
320978.985,4168145.713,2945.57
320978.992,4168145.738,2945.575
320979.01,4168145.87,2945.512
320979.023,4168145.913,2945.52
320979.1,4168146.148,2945.594
320979.087,4168146.135,2945.554
320979.095,4168146.161,2945.563
320979.106,4168146.198,2945.567
320979.114,4168146.231,2945.569
320979.116,4168146.242,2945.564
320979.127,4168146.288,2945.564
320979.129,4168146.299,2945.56
320979.133,4168146.321,2945.551
320979.135,4168146.334,2945.549
320979.14,4168146.351,2945.55
320979.14,4168146.358,2945.543
320979.153,4168146.414,2945.538
320979.181,4168146.523,2945.543
320979.183,4168146.542,2945.532
320979.193,4168146.576,2945.537
320979.215,4168146.691,2945.509
320979.213,4168146.695,2945.498
320979.25,4168146.837,2945.501
320979.245,4168146.841,2945.477
320979.256,4168146.897,2945.465
320979.261,4168146.92,2945.461
320979.269,4168146.949,2945.463
320978.624,4168144.088,2945.701
320978.643,4168144.211,2945.652
320978.656,4168144.272,2945.643
320978.703,4168144.47,2945.632
320978.724,4168144.551,2945.638
320978.739,4168144.613,2945.634
320978.758,4168144.679,2945.647
320978.786,4168144.807,2945.629
320978.798,4168144.865,2945.623
320978.815,4168144.93,2945.624
320978.816,4168144.94,2945.616
320978.851,4168145.093,2945.606
320978.877,4168145.212,2945.59
320978.89,4168145.268,2945.587
320978.903,4168145.307,2945.601
320978.915,4168145.343,2945.613
320978.929,4168145.409,2945.605
320978.959,4168145.525,2945.607
320978.987,4168145.685,2945.561
320979.016,4168145.841,2945.516
320979.031,4168145.915,2945.506
320979.071,4168146.033,2945.55
320979.087,4168146.089,2945.556
320979.094,4168146.112,2945.561
320979.099,4168146.13,2945.563
320979.125,4168146.224,2945.575
320979.121,4168146.222,2945.56
320979.145,4168146.318,2945.562
320979.145,4168146.325,2945.554
320979.151,4168146.36,2945.543
320979.165,4168146.418,2945.541
320979.174,4168146.465,2945.528
320979.185,4168146.495,2945.543
320979.187,4168146.521,2945.525
320979.193,4168146.54,2945.53
320979.199,4168146.561,2945.536
320979.208,4168146.607,2945.524
320979.226,4168146.694,2945.511
320979.229,4168146.712,2945.501
320979.245,4168146.815,2945.464
320979.257,4168146.846,2945.482
320979.253,4168146.844,2945.466
320979.264,4168146.879,2945.474
320979.272,4168146.931,2945.457
320979.28,4168146.974,2945.446
320978.652,4168144.16,2945.682
320978.671,4168144.265,2945.655
320978.695,4168144.389,2945.626
320978.74,4168144.555,2945.641
320978.752,4168144.613,2945.634
320978.793,4168144.774,2945.636
320978.797,4168144.801,2945.625
320978.81,4168144.843,2945.639
320978.808,4168144.847,2945.626
320978.816,4168144.902,2945.605
320978.831,4168144.963,2945.603
320978.953,4168145.433,2945.624
320979.011,4168145.718,2945.573
320979.1,4168146.092,2945.56
320979.109,4168146.119,2945.568
320979.111,4168146.132,2945.566
320979.123,4168146.172,2945.573
320979.128,4168146.205,2945.56
320979.136,4168146.237,2945.56
320979.141,4168146.263,2945.556
320979.151,4168146.298,2945.559
320979.156,4168146.316,2945.561
320979.159,4168146.33,2945.56
320979.163,4168146.346,2945.56
320979.161,4168146.357,2945.542
320979.172,4168146.409,2945.534
320979.176,4168146.425,2945.535
320979.182,4168146.451,2945.531
320979.191,4168146.484,2945.534
320979.204,4168146.554,2945.517
320979.214,4168146.583,2945.531
320979.219,4168146.614,2945.518
320979.225,4168146.64,2945.516
320979.232,4168146.676,2945.509
320979.228,4168146.675,2945.494
320979.257,4168146.797,2945.49
320979.271,4168146.831,2945.51
320979.265,4168146.833,2945.484
320979.269,4168146.863,2945.473
320979.269,4168146.876,2945.458
320979.275,4168146.895,2945.463
320979.278,4168146.907,2945.462
320979.279,4168146.915,2945.457
320979.28,4168146.932,2945.446
320978.625,4168144.002,2945.679
320978.642,4168144.074,2945.675
320978.672,4168144.19,2945.684
320978.671,4168144.216,2945.653
320978.675,4168144.236,2945.65
320978.698,4168144.331,2945.649
320978.693,4168144.327,2945.631
320978.703,4168144.371,2945.628
320978.701,4168144.374,2945.615
320978.743,4168144.518,2945.646
320978.741,4168144.52,2945.632
320978.743,4168144.536,2945.627
320978.77,4168144.611,2945.661
320978.768,4168144.615,2945.649
320978.777,4168144.655,2945.645
320978.782,4168144.684,2945.635
320978.802,4168144.761,2945.641
320978.862,4168145.027,2945.617
320978.906,4168145.242,2945.582
320978.979,4168145.511,2945.61
320978.98,4168145.522,2945.605
320978.986,4168145.568,2945.583
320979.021,4168145.719,2945.574
320979.026,4168145.737,2945.574
320979.079,4168145.987,2945.539
320979.124,4168146.133,2945.58
320979.121,4168146.142,2945.559
320979.134,4168146.198,2945.553
320979.172,4168146.339,2945.567
320979.173,4168146.364,2945.5480000000002
320979.178,4168146.389,2945.543
320979.18,4168146.407,2945.532
320979.184,4168146.43,2945.524
320979.199,4168146.483,2945.532
320979.213,4168146.534,2945.538
320979.207,4168146.528,2945.5190000000002
320979.217,4168146.571,2945.518
320979.224,4168146.592,2945.524
320979.238,4168146.672,2945.504
320979.265,4168146.769,2945.517
320979.257,4168146.773,2945.478
320979.267,4168146.807,2945.485
320979.276,4168146.832,2945.496
320979.265,4168146.816,2945.466
320979.275,4168146.851,2945.474
320979.283,4168146.874,2945.484
320979.28,4168146.874,2945.469
320979.283,4168146.887,2945.469
320979.289,4168146.906,2945.475
320979.288,4168146.925,2945.452
320979.287,4168146.93,2945.443
320979.295,4168146.952,2945.452
320979.3,4168146.969,2945.456
320978.688,4168144.224,2945.657
320978.716,4168144.37,2945.625
320978.73,4168144.423,2945.628
320978.745,4168144.478,2945.634
320978.771,4168144.572,2945.649
320978.785,4168144.635,2945.645
320978.802,4168144.721,2945.628
320978.817,4168144.775,2945.634
320978.83,4168144.826,2945.638
320978.828,4168144.828,2945.625
320978.906,4168145.197,2945.577
320978.962,4168145.387,2945.615
320978.966,4168145.404,2945.614
320978.976,4168145.436,2945.623
320978.983,4168145.468,2945.62
320978.988,4168145.497,2945.613
320978.988,4168145.505,2945.604
320978.985,4168145.514,2945.583
320979.003,4168145.562,2945.606
320979.036,4168145.712,2945.595
320979.036,4168145.734,2945.57
320979.041,4168145.753,2945.571
320979.042,4168145.765,2945.567
320979.046,4168145.781,2945.565
320979.093,4168145.995,2945.545
320979.088,4168145.991,2945.527
320979.125,4168146.104,2945.567
320979.127,4168146.121,2945.554
320979.135,4168146.147,2945.563
320979.145,4168146.198,2945.552
320979.154,4168146.226,2945.563
320979.16,4168146.253,2945.559
320979.178,4168146.33,2945.558
320979.18,4168146.341,2945.554
320979.179,4168146.346,2945.544
320979.18,4168146.356,2945.539
320979.184,4168146.386,2945.525
320979.186,4168146.397,2945.521
320979.207,4168146.464,2945.542
320979.21,4168146.478,2945.54
320979.211,4168146.485,2945.534
320979.21,4168146.49,2945.524
320979.217,4168146.512,2945.531
320979.216,4168146.519,2945.523
320979.218,4168146.53,2945.52
320979.221,4168146.55,2945.511
320979.232,4168146.587,2945.5190000000002
320979.232,4168146.594,2945.512
320979.24,4168146.633,2945.508
320979.242,4168146.643,2945.503
320979.256,4168146.694,2945.511
320979.259,4168146.715,2945.504
320979.272,4168146.776,2945.495
320979.27,4168146.779,2945.484
320979.278,4168146.802,2945.494
320979.279,4168146.81,2945.487
320979.283,4168146.826,2945.49
320979.283,4168146.833,2945.483
320979.291,4168146.856,2945.492
320979.284,4168146.848,2945.471
320979.287,4168146.861,2945.469
320979.289,4168146.88,2945.46
320979.29,4168146.887,2945.454
320979.302,4168146.925,2945.466
320979.3,4168146.928,2945.455
320979.303,4168146.949,2945.449
320979.306,4168146.962,2945.449
320979.301,4168146.959,2945.43
320978.675,4168144.085,2945.68
320978.688,4168144.147,2945.671
320978.713,4168144.286,2945.634
320978.721,4168144.317,2945.638
320978.732,4168144.373,2945.627
320978.733,4168144.395,2945.611
320978.763,4168144.505,2945.622
320978.8,4168144.625,2945.654
320978.804,4168144.645,2945.652
320978.829,4168144.779,2945.623
320978.864,4168144.943,2945.602
320978.965,4168145.363,2945.598
320979.003,4168145.502,2945.618
320979.012,4168145.563,2945.593
320979.014,4168145.582,2945.579
320979.029,4168145.625,2945.599
320979.028,4168145.632,2945.59
320979.038,4168145.678,2945.583
320979.053,4168145.768,2945.556
320979.076,4168145.913,2945.504
320979.115,4168146.031,2945.5480000000002
320979.124,4168146.06,2945.559
320979.143,4168146.123,2945.571
320979.144,4168146.133,2945.566
320979.148,4168146.148,2945.565
320979.158,4168146.178,2945.577
320979.16,4168146.19,2945.574
320979.164,4168146.206,2945.574
320979.167,4168146.227,2945.565
320979.191,4168146.317,2945.576
320979.184,4168146.309,2945.554
320979.186,4168146.322,2945.552
320979.19,4168146.336,2945.551
320979.194,4168146.367,2945.537
320979.197,4168146.388,2945.528
320979.214,4168146.446,2945.54
320979.219,4168146.464,2945.543
320979.221,4168146.49,2945.525
320979.228,4168146.511,2945.532
320979.23,4168146.525,2945.53
320979.229,4168146.529,2945.52
320979.244,4168146.575,2945.537
320979.238,4168146.576,2945.51
320979.247,4168146.601,2945.52
320979.252,4168146.621,2945.525
320979.251,4168146.624,2945.514
320979.259,4168146.648,2945.523
320979.253,4168146.65,2945.498
320979.258,4168146.667,2945.5
320979.27,4168146.713,2945.503
320979.267,4168146.714,2945.49
320979.28,4168146.756,2945.505
320979.283,4168146.768,2945.503
320979.29,4168146.796,2945.503
320979.287,4168146.804,2945.483
320979.301,4168146.846,2945.498
320979.299,4168146.856,2945.48
320979.306,4168146.899,2945.469
320979.308,4168146.915,2945.457
320979.31,4168146.934,2945.449
320979.317,4168146.969,2945.443
320978.681,4168144.039,2945.697
320978.686,4168144.07,2945.685
320978.735,4168144.32,2945.638
320978.74,4168144.362,2945.619
320978.739,4168144.368,2945.607
320978.757,4168144.432,2945.618
320978.782,4168144.524,2945.632
320978.789,4168144.55,2945.633
320978.803,4168144.604,2945.639
320978.811,4168144.634,2945.643
320978.821,4168144.684,2945.632
320978.847,4168144.793,2945.63
320978.894,4168145.013,2945.605
320978.906,4168145.069,2945.6
320978.921,4168145.139,2945.592
320978.989,4168145.395,2945.621
320979.014,4168145.501,2945.615
320979.023,4168145.539,2945.616
320979.025,4168145.568,2945.596
320979.054,4168145.706,2945.576
320979.07,4168145.759,2945.59
320979.127,4168146.036,2945.552
320979.137,4168146.066,2945.564
320979.136,4168146.078,2945.545
320979.161,4168146.164,2945.564
320979.165,4168146.18,2945.565
320979.173,4168146.213,2945.565
320979.176,4168146.226,2945.563
320979.191,4168146.297,2945.556
320979.195,4168146.313,2945.557
320979.202,4168146.349,2945.5480000000002
320979.202,4168146.358,2945.541
320979.22,4168146.439,2945.532
320979.22,4168146.446,2945.525
320979.221,4168146.456,2945.52
320979.228,4168146.486,2945.521
320979.244,4168146.548,2945.524
320979.25,4168146.567,2945.528
320979.247,4168146.569,2945.516
320979.253,4168146.618,2945.493
320979.268,4168146.662,2945.509
320979.272,4168146.692,2945.496
320979.281,4168146.717,2945.507
320979.287,4168146.736,2945.512
320979.303,4168146.806,2945.513
320979.297,4168146.8,2945.493
320979.308,4168146.843,2945.495
320979.309,4168146.873,2945.469
320979.31,4168146.889,2945.457
320979.328,4168146.973,2945.447
320979.322,4168146.967,2945.426
320978.683,4168144.008,2945.676
320978.708,4168144.103,2945.687
320978.717,4168144.154,2945.672
320978.731,4168144.2,2945.684
320978.748,4168144.321,2945.637
320978.753,4168144.35,2945.625
320978.764,4168144.408,2945.616
320978.814,4168144.598,2945.633
320978.841,4168144.729,2945.615
320978.858,4168144.799,2945.618
320978.884,4168144.923,2945.599
320978.9,4168144.998,2945.593
320978.95,4168145.247,2945.552
320978.976,4168145.326,2945.583
320979.011,4168145.442,2945.612
320979.02,4168145.472,2945.62
320979.014,4168145.465,2945.601
320979.052,4168145.627,2945.597
320979.062,4168145.69,2945.576
320979.067,4168145.718,2945.57
320979.139,4168146.03,2945.56
320979.156,4168146.098,2945.561
320979.156,4168146.107,2945.555
320979.169,4168146.149,2945.564
320979.191,4168146.252,2945.557
320979.198,4168146.282,2945.556
320979.203,4168146.299,2945.557
320979.216,4168146.379,2945.533
320979.229,4168146.43,2945.537
320979.232,4168146.449,2945.528
320979.234,4168146.462,2945.525
320979.241,4168146.485,2945.533
320979.239,4168146.488,2945.522
320979.247,4168146.511,2945.53
320979.253,4168146.545,2945.52
320979.248,4168146.541,2945.503
320979.251,4168146.555,2945.501
320979.262,4168146.585,2945.516
320979.264,4168146.611,2945.5
320979.313,4168146.797,2945.517
320979.32,4168146.876,2945.471
320979.317,4168146.876,2945.457
320979.331,4168146.952,2945.437
320978.706,4168144.048,2945.67
320978.728,4168144.127,2945.686
320978.747,4168144.223,2945.668
320978.746,4168144.231,2945.658
320978.817,4168144.553,2945.634
320978.831,4168144.607,2945.64
320978.921,4168145.018,2945.608
320978.942,4168145.12,2945.593
320979.007,4168145.387,2945.6
320979.028,4168145.453,2945.621
320979.036,4168145.481,2945.628
320979.031,4168145.476,2945.61
320979.034,4168145.509,2945.592
320979.047,4168145.555,2945.599
320979.066,4168145.633,2945.603
320979.064,4168145.636,2945.591
320979.075,4168145.67,2945.604
320979.071,4168145.677,2945.581
320979.091,4168145.779,2945.563
320979.148,4168146.025,2945.556
320979.157,4168146.06,2945.558
320979.164,4168146.082,2945.564
320979.165,4168146.094,2945.559
320979.188,4168146.174,2945.573
320979.195,4168146.204,2945.572
320979.199,4168146.229,2945.566
320979.203,4168146.252,2945.558
320979.214,4168146.299,2945.558
320979.216,4168146.318,2945.547
320979.221,4168146.343,2945.542
320979.226,4168146.369,2945.538
320979.23,4168146.393,2945.533
320979.236,4168146.427,2945.522
320979.241,4168146.453,2945.518
320979.256,4168146.521,2945.512
320979.26,4168146.536,2945.513
320979.259,4168146.541,2945.504
320979.276,4168146.592,2945.525
320979.269,4168146.585,2945.504
320979.279,4168146.621,2945.511
320979.276,4168146.627,2945.489
320979.284,4168146.651,2945.498
320979.286,4168146.664,2945.497
320979.308,4168146.737,2945.514
320979.302,4168146.74,2945.488
320979.317,4168146.776,2945.512
320979.316,4168146.79,2945.497
320979.315,4168146.795,2945.488
320979.32,4168146.811,2945.49
320979.327,4168146.839,2945.491
320979.326,4168146.846,2945.484
320979.338,4168146.919,2945.461
320979.345,4168146.973,2945.433
320978.727,4168144.073,2945.683
320978.732,4168144.107,2945.672
320978.743,4168144.145,2945.68
320978.754,4168144.183,2945.688
320978.752,4168144.187,2945.675
320978.762,4168144.223,2945.682
320978.78,4168144.317,2945.664
320978.782,4168144.36,2945.63
320978.862,4168144.692,2945.634
