X,Y,Z
320978.486,4168146.668,2945.522
320978.508,4168146.72,2945.53
320978.528,4168146.757,2945.552
320978.556,4168146.839,2945.5480000000002
320978.564,4168146.857,2945.552
320978.561,4168146.858,2945.539
320978.585,4168146.939,2945.521
320977.63,4168144.159,2945.678
320977.639,4168144.193,2945.667
320977.647,4168144.218,2945.666
320977.66,4168144.249,2945.669
320977.662,4168144.263,2945.661
320977.684,4168144.312,2945.676
320977.689,4168144.337,2945.66
320977.727,4168144.44,2945.661
320977.737,4168144.475,2945.652
320977.768,4168144.557,2945.657
320977.766,4168144.571,2945.635
320977.785,4168144.612,2945.646
320977.791,4168144.632,2945.643
320977.801,4168144.666,2945.634
320977.894,4168144.896,2945.665
320977.912,4168144.952,2945.657
320977.933,4168145.029,2945.634
320977.948,4168145.062,2945.642
320977.971,4168145.135,2945.632
320977.982,4168145.179,2945.618
320978.005,4168145.226,2945.637
320978.002,4168145.228,2945.623
320978.052,4168145.344,2945.648
320978.054,4168145.355,2945.641
320978.064,4168145.402,2945.616
320978.079,4168145.445,2945.618
320978.073,4168145.442,2945.601
320978.119,4168145.588,2945.578
320978.168,4168145.691,2945.615
320978.179,4168145.717,2945.621
320978.186,4168145.744,2945.612
320978.196,4168145.767,2945.616
320978.245,4168145.92,2945.593
320978.271,4168145.977,2945.611
320978.273,4168145.987,2945.605
320978.279,4168146.011,2945.596
320978.284,4168146.026,2945.594
320978.297,4168146.062,2945.595
320978.324,4168146.141,2945.59
320978.356,4168146.226,2945.592
320978.351,4168146.225,2945.576
320978.389,4168146.327,2945.579
320978.404,4168146.358,2945.593
320978.398,4168146.354,2945.575
320978.438,4168146.459,2945.584
320978.441,4168146.47,2945.58
320978.459,4168146.512,2945.59
320978.465,4168146.527,2945.59
320978.47,4168146.555,2945.574
320978.472,4168146.572,2945.56
320978.49,4168146.646,2945.53
320978.502,4168146.677,2945.531
320978.509,4168146.695,2945.534
320978.525,4168146.739,2945.534
320978.55,4168146.789,2945.555
320978.559,4168146.809,2945.561
320978.557,4168146.82,2945.543
320978.58,4168146.866,2945.562
320978.573,4168146.862,2945.543
320978.584,4168146.892,2945.544
320978.583,4168146.897,2945.535
320978.587,4168146.916,2945.525
320978.593,4168146.932,2945.527
320977.639,4168144.138,2945.68
320977.64,4168144.159,2945.66
320977.67,4168144.239,2945.661
320977.734,4168144.408,2945.671
320977.772,4168144.519,2945.663
320977.914,4168144.915,2945.66
320977.937,4168144.979,2945.659
320977.94,4168145.001,2945.6440000000002
320977.945,4168145.025,2945.63
320977.966,4168145.07,2945.646
320977.957,4168145.062,2945.625
320977.986,4168145.129,2945.642
320978.048,4168145.314,2945.625
320978.064,4168145.35,2945.636
320978.091,4168145.441,2945.615
320978.112,4168145.507,2945.604
320978.135,4168145.585,2945.59
320978.168,4168145.662,2945.606
320978.185,4168145.704,2945.609
320978.199,4168145.743,2945.611
320978.212,4168145.787,2945.602
320978.242,4168145.866,2945.607
320978.273,4168145.937,2945.621
320978.268,4168145.937,2945.607
320978.27,4168145.947,2945.6
320978.27,4168145.962,2945.583
320978.303,4168146.037,2945.603
320978.3,4168146.04,2945.59
320978.317,4168146.081,2945.596
320978.316,4168146.086,2945.585
320978.313,4168146.089,2945.573
320978.327,4168146.118,2945.584
320978.346,4168146.177,2945.577
320978.371,4168146.245,2945.578
320978.39,4168146.295,2945.58
320978.401,4168146.32,2945.588
320978.412,4168146.345,2945.595
320978.416,4168146.364,2945.584
320978.418,4168146.374,2945.579
320978.424,4168146.398,2945.571
320978.433,4168146.418,2945.576
320978.439,4168146.441,2945.567
320978.446,4168146.459,2945.569
320978.453,4168146.476,2945.571
320978.451,4168146.48,2945.56
320978.463,4168146.505,2945.569
320978.485,4168146.554,2945.586
320978.488,4168146.565,2945.582
320978.496,4168146.611,2945.554
320978.503,4168146.635,2945.5480000000002
320978.502,4168146.646,2945.53
320978.515,4168146.685,2945.525
320978.523,4168146.704,2945.529
320978.561,4168146.796,2945.547
320978.575,4168146.829,2945.552
320978.574,4168146.835,2945.544
320978.588,4168146.862,2945.557
320978.594,4168146.877,2945.558
320978.615,4168146.966,2945.52
320977.706,4168144.293,2945.663
320977.709,4168144.307,2945.656
320977.715,4168144.327,2945.653
320977.747,4168144.403,2945.668
320977.77,4168144.469,2945.663
320977.782,4168144.5,2945.667
320977.83,4168144.663,2945.632
320977.924,4168144.904,2945.654
320977.929,4168144.921,2945.651
320977.942,4168144.953,2945.657
320977.964,4168145.008,2945.665
320977.957,4168145.004,2945.647
320977.958,4168145.013,2945.638
320977.997,4168145.114,2945.648
320978.003,4168145.132,2945.646
320978.02,4168145.194,2945.629
320978.043,4168145.248,2945.638
320978.055,4168145.285,2945.634
320978.067,4168145.314,2945.641
320978.069,4168145.325,2945.634
320978.099,4168145.399,2945.6440000000002
320978.106,4168145.434,2945.625
320978.12,4168145.474,2945.626
320978.202,4168145.709,2945.614
320978.2,4168145.714,2945.604
320978.232,4168145.797,2945.611
320978.252,4168145.859,2945.603
320978.276,4168145.928,2945.601
320978.278,4168145.938,2945.594
320978.293,4168145.977,2945.598
320978.333,4168146.092,2945.593
320978.352,4168146.15,2945.584
320978.362,4168146.181,2945.582
320978.376,4168146.217,2945.585
320978.396,4168146.27,2945.588
320978.395,4168146.289,2945.562
320978.435,4168146.374,2945.595
320978.429,4168146.371,2945.578
320978.426,4168146.373,2945.565
320978.438,4168146.399,2945.574
320978.44,4168146.409,2945.568
320978.453,4168146.449,2945.563
320978.471,4168146.492,2945.573
320978.466,4168146.491,2945.558
320978.489,4168146.533,2945.583
320978.512,4168146.596,2945.585
320978.511,4168146.621,2945.551
320978.51,4168146.626,2945.542
320978.526,4168146.657,2945.558
320978.527,4168146.665,2945.55
320978.527,4168146.672,2945.542
320978.526,4168146.677,2945.533
320978.548,4168146.737,2945.534
320978.561,4168146.77,2945.538
320978.581,4168146.807,2945.561
320978.582,4168146.814,2945.554
320978.602,4168146.864,2945.562
320978.601,4168146.888,2945.528
320978.604,4168146.9,2945.526
320978.619,4168146.961,2945.501
320978.636,4168146.991,2945.52
320977.663,4168144.128,2945.672
320977.672,4168144.163,2945.662
320977.712,4168144.28,2945.653
320977.762,4168144.399,2945.68
320977.775,4168144.431,2945.684
320977.774,4168144.446,2945.663
320977.8,4168144.502,2945.682
320977.794,4168144.5,2945.665
320977.81,4168144.545,2945.663
320977.829,4168144.589,2945.675
320977.829,4168144.614,2945.645
320977.829,4168144.622,2945.634
320977.928,4168144.883,2945.654
320977.957,4168144.958,2945.659
320977.961,4168144.982,2945.646
320977.98,4168145.04,2945.64
320978.001,4168145.084,2945.656
320978.055,4168145.25,2945.638
320978.107,4168145.378,2945.657
320978.112,4168145.418,2945.627
320978.146,4168145.537,2945.598
320978.21,4168145.698,2945.62
320978.206,4168145.698,2945.605
320978.234,4168145.775,2945.608
320978.257,4168145.843,2945.603
320978.28,4168145.901,2945.607
320978.298,4168145.947,2945.616
320978.296,4168145.95,2945.604
320978.306,4168145.974,2945.609
320978.297,4168145.967,2945.588
320978.322,4168146.022,2945.606
320978.368,4168146.16,2945.593
320978.39,4168146.217,2945.599
320978.379,4168146.206,2945.574
320978.392,4168146.233,2945.584
320978.396,4168146.247,2945.582
320978.405,4168146.276,2945.578
320978.418,4168146.304,2945.589
320978.42,4168146.314,2945.583
320978.432,4168146.34,2945.592
320978.431,4168146.345,2945.582
320978.438,4168146.37,2945.576
320978.429,4168146.362,2945.554
320978.447,4168146.398,2945.573
320978.451,4168146.411,2945.57
320978.463,4168146.444,2945.571
320978.48,4168146.484,2945.58
320978.49,4168146.506,2945.586
320978.502,4168146.531,2945.595
320978.509,4168146.549,2945.598
320978.525,4168146.628,2945.557
320978.526,4168146.635,2945.55
320978.537,4168146.659,2945.559
320978.535,4168146.662,2945.547
320978.532,4168146.665,2945.536
320978.538,4168146.688,2945.529
320978.545,4168146.704,2945.531
320978.559,4168146.733,2945.545
320978.561,4168146.743,2945.54
320978.569,4168146.761,2945.543
320978.584,4168146.804,2945.544
320978.606,4168146.843,2945.568
320978.6,4168146.842,2945.553
320978.598,4168146.845,2945.541
320978.628,4168146.922,2945.5480000000002
320978.623,4168146.921,2945.533
320978.651,4168146.994,2945.538
320977.652,4168144.044,2945.685
320977.677,4168144.135,2945.659
320977.701,4168144.189,2945.676
320977.71,4168144.224,2945.665
320977.729,4168144.276,2945.665
320977.741,4168144.307,2945.669
320977.744,4168144.33,2945.651
320977.767,4168144.381,2945.667
320977.784,4168144.431,2945.667
320977.805,4168144.486,2945.67
320977.867,4168144.675,2945.653
320977.873,4168144.703,2945.64
320977.935,4168144.864,2945.655
320977.963,4168144.937,2945.659
320978.013,4168145.082,2945.653
320978.021,4168145.106,2945.655
320978.024,4168145.126,2945.638
320978.03,4168145.153,2945.627
320978.057,4168145.223,2945.633
320978.078,4168145.269,2945.651
320978.099,4168145.313,2945.668
320978.116,4168145.366,2945.662
320978.111,4168145.371,2945.636
320978.124,4168145.416,2945.625
320978.188,4168145.617,2945.6
320978.202,4168145.648,2945.609
320978.221,4168145.703,2945.608
320978.25,4168145.774,2945.621
320978.251,4168145.791,2945.605
320978.267,4168145.832,2945.609
320978.274,4168145.851,2945.61
320978.286,4168145.886,2945.609
320978.287,4168145.895,2945.601
320978.324,4168145.977,2945.626
320978.316,4168145.986,2945.589
320978.335,4168146.023,2945.606
320978.341,4168146.048,2945.598
320978.346,4168146.063,2945.596
320978.364,4168146.12,2945.587
320978.381,4168146.164,2945.595
320978.379,4168146.167,2945.583
320978.398,4168146.219,2945.585
320978.412,4168146.256,2945.589
320978.424,4168146.288,2945.589
320978.427,4168146.3,2945.585
320978.435,4168146.319,2945.588
320978.433,4168146.324,2945.577
320978.445,4168146.349,2945.586
320978.443,4168146.352,2945.574
320978.457,4168146.389,2945.578
320978.459,4168146.407,2945.566
320978.469,4168146.429,2945.572
320978.471,4168146.438,2945.566
320978.487,4168146.478,2945.574
320978.5,4168146.512,2945.577
320978.517,4168146.551,2945.585
320978.526,4168146.586,2945.575
320978.539,4168146.613,2945.586
320978.536,4168146.614,2945.573
320978.542,4168146.631,2945.575
320978.539,4168146.632,2945.561
320978.551,4168146.685,2945.54
320978.555,4168146.696,2945.537
320978.567,4168146.729,2945.54
320978.574,4168146.746,2945.543
320978.586,4168146.778,2945.546
320978.604,4168146.811,2945.565
320978.602,4168146.815,2945.555
320978.603,4168146.823,2945.5480000000002
320978.619,4168146.854,2945.565
320978.616,4168146.855,2945.552
320978.622,4168146.871,2945.554
320978.627,4168146.899,2945.539
320978.638,4168146.935,2945.533
320977.702,4168144.135,2945.692
320977.706,4168144.162,2945.676
320977.731,4168144.26,2945.64
320977.759,4168144.322,2945.663
320977.782,4168144.382,2945.669
320977.789,4168144.403,2945.666
320977.794,4168144.421,2945.661
320977.82,4168144.487,2945.672
320977.827,4168144.507,2945.669
320977.886,4168144.691,2945.648
320977.889,4168144.705,2945.642
320977.919,4168144.784,2945.648
320977.994,4168144.983,2945.661
320977.993,4168144.99,2945.651
320978.0,4168145.01,2945.649
320978.021,4168145.072,2945.647
320978.037,4168145.116,2945.648
320978.042,4168145.149,2945.626
320978.102,4168145.3,2945.645
320978.12,4168145.341,2945.66
320978.119,4168145.354,2945.639
320978.235,4168145.705,2945.611
320978.246,4168145.731,2945.618
320978.258,4168145.765,2945.615
320978.267,4168145.802,2945.601
320978.28,4168145.831,2945.61
320978.284,4168145.846,2945.606
320978.289,4168145.862,2945.605
320978.3,4168145.894,2945.602
320978.304,4168145.908,2945.599
320978.315,4168145.933,2945.605
320978.318,4168145.946,2945.601
320978.325,4168145.965,2945.603
320978.331,4168145.981,2945.602
320978.358,4168146.056,2945.606
320978.359,4168146.064,2945.598
320978.362,4168146.077,2945.595
320978.374,4168146.11,2945.594
320978.393,4168146.148,2945.612
320978.384,4168146.14,2945.591
320978.387,4168146.152,2945.587
320978.394,4168146.171,2945.589
320978.432,4168146.273,2945.592
320978.437,4168146.289,2945.592
320978.457,4168146.335,2945.604
320978.455,4168146.352,2945.576
320978.471,4168146.399,2945.575
320978.467,4168146.399,2945.56
320978.47,4168146.412,2945.558
320978.496,4168146.48,2945.563
320978.537,4168146.578,2945.584
320978.543,4168146.6,2945.576
320978.548,4168146.629,2945.56
320978.553,4168146.649,2945.551
320978.561,4168146.682,2945.539
320978.562,4168146.69,2945.533
320978.592,4168146.748,2945.562
320978.61,4168146.803,2945.559
320978.624,4168146.85,2945.549
320978.625,4168146.865,2945.535
320978.625,4168146.871,2945.527
320978.651,4168146.917,2945.56
320978.633,4168146.897,2945.525
320978.642,4168146.917,2945.53
320977.67,4168144.008,2945.694
320977.682,4168144.039,2945.697
320977.689,4168144.07,2945.683
320977.72,4168144.19,2945.643
320977.74,4168144.236,2945.656
320977.766,4168144.303,2945.665
320977.779,4168144.336,2945.669
320977.804,4168144.39,2945.688
320977.796,4168144.384,2945.668
320977.817,4168144.449,2945.662
320977.831,4168144.484,2945.669
320977.867,4168144.585,2945.671
320977.869,4168144.604,2945.652
320977.879,4168144.656,2945.624
320977.897,4168144.707,2945.626
320977.921,4168144.759,2945.645
320977.991,4168144.95,2945.652
320978.015,4168145.009,2945.662
320978.054,4168145.127,2945.654
320978.149,4168145.426,2945.618
320978.208,4168145.604,2945.605
320978.226,4168145.657,2945.602
320978.267,4168145.763,2945.612
320978.271,4168145.778,2945.61
320978.278,4168145.797,2945.61
320978.292,4168145.828,2945.62
320978.294,4168145.838,2945.614
320978.293,4168145.844,2945.605
320978.313,4168145.907,2945.597
320978.334,4168145.963,2945.6
320978.341,4168145.989,2945.592
320978.367,4168146.053,2945.603
320978.388,4168146.096,2945.625
320978.41,4168146.187,2945.588
320978.419,4168146.209,2945.592
320978.42,4168146.218,2945.586
320978.43,4168146.241,2945.592
320978.437,4168146.26,2945.594
320978.456,4168146.304,2945.604
320978.448,4168146.299,2945.585
320978.468,4168146.352,2945.59
320978.463,4168146.35,2945.574
320978.472,4168146.372,2945.578
320978.485,4168146.413,2945.573
320978.487,4168146.422,2945.567
320978.491,4168146.436,2945.565
320978.498,4168146.461,2945.56
320978.507,4168146.482,2945.564
320978.525,4168146.517,2945.583
320978.555,4168146.572,2945.621
320978.541,4168146.557,2945.592
320978.551,4168146.592,2945.583
320978.558,4168146.609,2945.584
320978.56,4168146.639,2945.555
320978.573,4168146.672,2945.559
320978.571,4168146.683,2945.541
320978.578,4168146.7,2945.542
320978.573,4168146.7,2945.528
320978.611,4168146.777,2945.562
320978.613,4168146.788,2945.558
320978.627,4168146.828,2945.555
320978.636,4168146.869,2945.539
320978.651,4168146.904,2945.546
320978.659,4168146.929,2945.544
320978.663,4168146.941,2945.541
320978.663,4168146.948,2945.534
320978.673,4168146.969,2945.542
320978.682,4168146.989,2945.549
320978.675,4168146.985,2945.53
320977.688,4168144.013,2945.695
320977.844,4168144.49,2945.655
320977.864,4168144.543,2945.658
320977.88,4168144.581,2945.666
320977.903,4168144.641,2945.674
320977.913,4168144.692,2945.646
320977.917,4168144.707,2945.641
320977.919,4168144.721,2945.634
320978.0,4168144.95,2945.636
320978.052,4168145.075,2945.662
320978.079,4168145.17,2945.639
320978.138,4168145.329,2945.649
320978.139,4168145.339,2945.641
320978.143,4168145.376,2945.609
320978.157,4168145.41,2945.619
320978.16,4168145.423,2945.614
320978.205,4168145.56,2945.6
320978.254,4168145.713,2945.586
320978.274,4168145.755,2945.605
320978.294,4168145.81,2945.605
320978.296,4168145.821,2945.6
320978.307,4168145.846,2945.605
320978.338,4168145.927,2945.613
320978.35,4168145.977,2945.596
320978.363,4168146.012,2945.597
320978.371,4168146.041,2945.592
320978.384,4168146.068,2945.601
320978.382,4168146.08,2945.582
320978.396,4168146.11,2945.593
320978.41,4168146.14,2945.604
320978.417,4168146.159,2945.606
320978.421,4168146.179,2945.595
320978.43,4168146.201,2945.599
320978.43,4168146.209,2945.591
320978.435,4168146.231,2945.582
320978.435,4168146.238,2945.573
320978.453,4168146.273,2945.591
320978.465,4168146.3,2945.6
320978.463,4168146.31,2945.58
320978.477,4168146.353,2945.576
320978.485,4168146.374,2945.58
320978.484,4168146.378,2945.57
320978.489,4168146.394,2945.569
320978.505,4168146.44,2945.568
320978.519,4168146.475,2945.573
320978.528,4168146.497,2945.579
320978.545,4168146.537,2945.587
320978.567,4168146.606,2945.581
320978.571,4168146.619,2945.579
320978.577,4168146.641,2945.571
320978.58,4168146.666,2945.552
320978.584,4168146.685,2945.542
320978.593,4168146.706,2945.549
320978.601,4168146.726,2945.554
320978.607,4168146.741,2945.555
320978.603,4168146.741,2945.54
320978.633,4168146.814,2945.555
320978.645,4168146.853,2945.551
320978.642,4168146.854,2945.538
320978.665,4168146.909,2945.552
320978.663,4168146.912,2945.54
320978.667,4168146.924,2945.538
320978.679,4168146.949,2945.55
320978.682,4168146.967,2945.54
320978.683,4168146.975,2945.534
320977.705,4168144.004,2945.707
320977.845,4168144.445,2945.658
320977.863,4168144.495,2945.659
320977.87,4168144.517,2945.658
320977.876,4168144.537,2945.655
320977.895,4168144.589,2945.657
320977.889,4168144.586,2945.64
320977.908,4168144.63,2945.653
320977.938,4168144.719,2945.649
320977.932,4168144.716,2945.632
320977.962,4168144.788,2945.649
320978.051,4168145.038,2945.652
320978.078,4168145.102,2945.667
320978.121,4168145.242,2945.647
320978.147,4168145.305,2945.662
320978.16,4168145.358,2945.642
320978.161,4168145.367,2945.633
320978.276,4168145.719,2945.607
320978.295,4168145.758,2945.624
320978.293,4168145.771,2945.604
320978.321,4168145.847,2945.607
320978.328,4168145.865,2945.608
320978.346,4168145.926,2945.599
320978.357,4168145.959,2945.597
320978.367,4168146.005,2945.577
320978.384,4168146.04,2945.593
320978.401,4168146.075,2945.608
320978.397,4168146.076,2945.594
320978.409,4168146.103,2945.603
320978.408,4168146.108,2945.593
320978.429,4168146.164,2945.598
320978.443,4168146.201,2945.601
320978.451,4168146.221,2945.604
320978.455,4168146.234,2945.601
320978.455,4168146.249,2945.585
320978.469,4168146.278,2945.596
320978.467,4168146.281,2945.585
320978.468,4168146.298,2945.571
320978.501,4168146.385,2945.577
320978.511,4168146.415,2945.576
320978.521,4168146.445,2945.576
320978.515,4168146.442,2945.558
320978.532,4168146.476,2945.575
320978.559,4168146.54,2945.592
320978.563,4168146.553,2945.59
320978.574,4168146.59,2945.582
320978.589,4168146.641,2945.574
320978.595,4168146.677,2945.551
320978.606,4168146.707,2945.551
320978.609,4168146.718,2945.5480000000002
320978.614,4168146.739,2945.54
320978.627,4168146.766,2945.553
320978.641,4168146.808,2945.551
320978.662,4168146.867,2945.553
320978.661,4168146.878,2945.536
320978.682,4168146.916,2945.561
320978.681,4168146.922,2945.552
320978.67,4168146.917,2945.518
320978.704,4168146.982,2945.558
320978.694,4168146.974,2945.534
320978.705,4168146.997,2945.545
320978.702,4168146.999,2945.532
320977.739,4168144.061,2945.706
320977.748,4168144.106,2945.685
320977.779,4168144.208,2945.667
320977.809,4168144.3,2945.66
320977.835,4168144.367,2945.671
320977.858,4168144.418,2945.687
320977.891,4168144.532,2945.665
320977.906,4168144.593,2945.642
320977.926,4168144.648,2945.647
320977.941,4168144.7,2945.635
320977.966,4168144.754,2945.656
320977.98,4168144.805,2945.643
320978.002,4168144.854,2945.661
320978.003,4168144.865,2945.653
320978.103,4168145.142,2945.663
320978.141,4168145.265,2945.647
320978.166,4168145.341,2945.643
320978.224,4168145.542,2945.601
320978.251,4168145.619,2945.602
320978.268,4168145.663,2945.606
320978.3,4168145.764,2945.598
320978.306,4168145.78,2945.596
320978.31,4168145.803,2945.585
320978.334,4168145.858,2945.601
320978.346,4168145.892,2945.6
320978.354,4168145.913,2945.602
320978.356,4168145.932,2945.588
320978.362,4168145.948,2945.587
320978.383,4168145.998,2945.601
320978.382,4168146.004,2945.591
320978.413,4168146.084,2945.601
320978.415,4168146.096,2945.596
320978.422,4168146.113,2945.596
320978.443,4168146.162,2945.61
320978.446,4168146.182,2945.598
320978.453,4168146.2,2945.599
320978.465,4168146.241,2945.592
320978.476,4168146.266,2945.6
320978.467,4168146.257,2945.578
320978.481,4168146.301,2945.573
320978.492,4168146.326,2945.581
320978.521,4168146.421,2945.567
320978.568,4168146.538,2945.589
320978.569,4168146.547,2945.584
320978.587,4168146.582,2945.603
320978.585,4168146.586,2945.592
320978.585,4168146.599,2945.576
320978.595,4168146.628,2945.575
320978.606,4168146.659,2945.576
320978.615,4168146.693,2945.567
320978.621,4168146.708,2945.567
320978.63,4168146.736,2945.565
320978.617,4168146.723,2945.538
320978.633,4168146.753,2945.554
320978.667,4168146.866,2945.537
320978.676,4168146.887,2945.545
320978.673,4168146.888,2945.532
320978.689,4168146.919,2945.55
320978.692,4168146.931,2945.547
320978.702,4168146.958,2945.547
320978.711,4168146.978,2945.553
320978.7,4168146.969,2945.529
320978.715,4168146.997,2945.545
320977.744,4168144.033,2945.704
320977.749,4168144.061,2945.689
320977.755,4168144.082,2945.685
320977.764,4168144.107,2945.684
320977.776,4168144.158,2945.667
320977.869,4168144.43,2945.661
320977.879,4168144.457,2945.663
320977.891,4168144.505,2945.647
320977.907,4168144.545,2945.656
320977.91,4168144.559,2945.65
320977.936,4168144.632,2945.651
320977.941,4168144.667,2945.627
320977.953,4168144.697,2945.632
320977.99,4168144.783,2945.658
320978.003,4168144.831,2945.6440000000002
320978.013,4168144.857,2945.647
320978.014,4168144.867,2945.638
320978.106,4168145.116,2945.659
320978.135,4168145.216,2945.64
320978.144,4168145.247,2945.633
320978.178,4168145.332,2945.65
320978.183,4168145.347,2945.646
320978.182,4168145.363,2945.628
320978.197,4168145.412,2945.62
320978.243,4168145.561,2945.599
320978.257,4168145.608,2945.592
320978.3,4168145.72,2945.606
320978.31,4168145.744,2945.611
320978.314,4168145.759,2945.608
320978.345,4168145.849,2945.608
320978.347,4168145.859,2945.601
320978.371,4168145.908,2945.627
320978.36,4168145.896,2945.602
320978.36,4168145.904,2945.594
320978.391,4168145.985,2945.603
320978.388,4168145.987,2945.59
320978.388,4168145.994,2945.581
320978.397,4168146.016,2945.586
320978.41,4168146.046,2945.597
320978.412,4168146.063,2945.581
320978.427,4168146.096,2945.596
320978.427,4168146.103,2945.587
320978.434,4168146.121,2945.588
320978.437,4168146.134,2945.585
320978.493,4168146.275,2945.607
320978.487,4168146.28,2945.583
320978.479,4168146.273,2945.562
320978.499,4168146.32,2945.576
320978.5,4168146.335,2945.56
320978.509,4168146.357,2945.566
320978.522,4168146.392,2945.568
320978.536,4168146.428,2945.573
320978.574,4168146.523,2945.59
320978.583,4168146.551,2945.587
320978.588,4168146.566,2945.587
320978.596,4168146.592,2945.583
320978.604,4168146.611,2945.587
320978.602,4168146.615,2945.577
320978.612,4168146.638,2945.584
320978.626,4168146.693,2945.566
320978.631,4168146.707,2945.566
320978.645,4168146.75,2945.565
320978.655,4168146.786,2945.557
320978.66,4168146.8,2945.557
320978.654,4168146.797,2945.54
320978.674,4168146.835,2945.564
320978.674,4168146.848,2945.5480000000002
320978.683,4168146.867,2945.554
320978.685,4168146.878,2945.55
320978.693,4168146.896,2945.554
320978.698,4168146.911,2945.555
320978.698,4168146.917,2945.547
320978.71,4168146.948,2945.551
320978.709,4168146.953,2945.542
320978.725,4168146.996,2945.544
320977.763,4168144.05,2945.698
320977.795,4168144.147,2945.693
320977.778,4168144.124,2945.663
320977.796,4168144.166,2945.6730000000002
320977.833,4168144.264,2945.685
320977.844,4168144.303,2945.677
320977.862,4168144.346,2945.688
320977.881,4168144.408,2945.68
320977.907,4168144.508,2945.649
320977.91,4168144.522,2945.642
320977.931,4168144.579,2945.648
320977.935,4168144.594,2945.643
320977.927,4168144.588,2945.623
320977.947,4168144.633,2945.637
320977.954,4168144.656,2945.636
320977.959,4168144.673,2945.632
320977.967,4168144.696,2945.632
320977.977,4168144.724,2945.635
320978.019,4168144.835,2945.648
320978.113,4168145.087,2945.67
320978.117,4168145.103,2945.666
320978.115,4168145.108,2945.654
320978.203,4168145.369,2945.648
320978.258,4168145.556,2945.612
320978.264,4168145.576,2945.612
320978.269,4168145.6,2945.601
320978.272,4168145.612,2945.596
320978.291,4168145.651,2945.612
320978.288,4168145.654,2945.6
320978.3,4168145.684,2945.608
320978.301,4168145.692,2945.6
320978.315,4168145.73,2945.601
320978.345,4168145.82,2945.6
320978.368,4168145.889,2945.597
320978.381,4168145.933,2945.59
320978.391,4168145.957,2945.595
320978.397,4168145.974,2945.596
320978.399,4168145.984,2945.589
320978.408,4168146.014,2945.585
320978.435,4168146.081,2945.598
320978.433,4168146.084,2945.587
320978.463,4168146.157,2945.606
320978.469,4168146.173,2945.606
320978.46,4168146.165,2945.584
320978.486,4168146.244,2945.581
320978.503,4168146.293,2945.582
320978.515,4168146.326,2945.582
320978.512,4168146.329,2945.571
320978.545,4168146.424,2945.571
320978.551,4168146.441,2945.572
320978.566,4168146.484,2945.569
320978.578,4168146.512,2945.581
320978.577,4168146.516,2945.571
320978.592,4168146.56,2945.569
320978.615,4168146.611,2945.589
320978.618,4168146.622,2945.586
320978.61,4168146.616,2945.565
320978.62,4168146.64,2945.574
320978.632,4168146.685,2945.56
320978.655,4168146.755,2945.557
320978.665,4168146.776,2945.565
320978.676,4168146.813,2945.558
320978.68,4168146.826,2945.556
320978.681,4168146.834,2945.55
320978.693,4168146.86,2945.563
320978.693,4168146.879,2945.539
320978.7,4168146.896,2945.542
320978.712,4168146.922,2945.554
320978.717,4168146.943,2945.547
320978.731,4168146.977,2945.555
320978.727,4168146.977,2945.54
320977.767,4168144.014,2945.708
320977.771,4168144.03,2945.701
320977.774,4168144.046,2945.695
320977.791,4168144.088,2945.704
320977.797,4168144.135,2945.668
320977.795,4168144.14,2945.655
320977.872,4168144.351,2945.674
320977.883,4168144.38,2945.676
320977.906,4168144.441,2945.683
320977.912,4168144.477,2945.659
320977.924,4168144.517,2945.654
320977.928,4168144.533,2945.648
320977.937,4168144.558,2945.649
320977.951,4168144.594,2945.656
320977.943,4168144.588,2945.637
320977.977,4168144.676,2945.648
320977.975,4168144.697,2945.615
320978.018,4168144.794,2945.65
320978.024,4168144.814,2945.647
320978.04,4168144.851,2945.657
320978.049,4168144.877,2945.66
320978.071,4168144.942,2945.658
320978.126,4168145.107,2945.652
320978.134,4168145.146,2945.635
320978.14,4168145.172,2945.624
320978.174,4168145.258,2945.64
320978.2,4168145.334,2945.637
320978.218,4168145.398,2945.624
320978.236,4168145.453,2945.621
320978.323,4168145.712,2945.615
320978.325,4168145.73,2945.6
320978.367,4168145.855,2945.598
320978.368,4168145.864,2945.591
320978.394,4168145.93,2945.602
320978.424,4168146.024,2945.593
320978.441,4168146.074,2945.593
320978.446,4168146.089,2945.591
320978.463,4168146.133,2945.6
320978.463,4168146.141,2945.591
320978.471,4168146.16,2945.594
320978.469,4168146.164,2945.583
320978.503,4168146.241,2945.607
320978.514,4168146.301,2945.574
320978.538,4168146.37,2945.578
320978.538,4168146.376,2945.57
320978.543,4168146.391,2945.569
320978.545,4168146.401,2945.563
320978.559,4168146.431,2945.576
320978.56,4168146.439,2945.57
320978.564,4168146.452,2945.568
320978.572,4168146.479,2945.564
320978.587,4168146.51,2945.579
320978.588,4168146.519,2945.573
320978.6,4168146.546,2945.584
320978.623,4168146.61,2945.587
320978.637,4168146.659,2945.578
320978.642,4168146.679,2945.568
320978.65,4168146.706,2945.566
320978.647,4168146.707,2945.553
320978.662,4168146.744,2945.56
320978.662,4168146.752,2945.554
320978.692,4168146.832,2945.562
320978.685,4168146.827,2945.543
320978.702,4168146.867,2945.555
320978.713,4168146.909,2945.541
320978.725,4168146.935,2945.553
320978.73,4168146.948,2945.553
320978.731,4168146.957,2945.5480000000002
320978.738,4168146.974,2945.552
320978.733,4168146.973,2945.535
320977.783,4168144.017,2945.708
